epoch,train_loss,valid_loss,valid_micro_ap,valid_mrr,valid_hit_rate_at_5,valid_recall_at_5,maximum_gradient_norm
1,1.1553524573817524,1.1394112706184387,0.2603656856387016,0.5201305477468268,0.6976744186046512,0.4114341085271318,1.4814082384109497
2,1.1010308166778764,1.112219630285751,0.34342885919975374,0.56667153905526,0.7441860465116279,0.49573643410852714,1.381129503250122
3,1.0642118261370597,1.0867462740388028,0.33647278453685114,0.5818434984987653,0.7209302325581395,0.48798449612403094,1.2990436553955078
4,1.038803268728298,1.0668083969936815,0.35484177330966393,0.5541566732401205,0.8372093023255814,0.6187984496124032,1.3101718425750732
5,1.0081854990996648,1.0534709192985712,0.3677400532723244,0.5344201113523959,0.8372093023255814,0.6062015503875968,1.6290555000305176
6,0.9872916421515452,1.0281034749607707,0.3807886638768709,0.5312059591435356,0.8372093023255814,0.6381782945736433,1.8035573959350586
7,0.9637430029144454,1.0104622993358345,0.38666949984151966,0.5443622269203664,0.7906976744186046,0.5810077519379845,1.0341558456420898
8,0.9397421455799753,0.9975803605345792,0.39425145918640586,0.5498276689111162,0.813953488372093,0.612015503875969,1.9161055088043213
9,0.9206068414267494,0.9854381652765496,0.4102817697255331,0.567141934293097,0.813953488372093,0.6449612403100775,1.2758771181106567
10,0.9011012440685622,0.9718388429907865,0.40760526364541955,0.5785206718346253,0.813953488372093,0.6236434108527131,1.2279577255249023
11,0.8774161276338402,0.962959982628046,0.40821822045879447,0.5887534717904074,0.8372093023255814,0.6430232558139535,2.460636854171753
12,0.8571517634079446,0.9491202734237494,0.42078900920708995,0.5892441860465116,0.8372093023255814,0.6604651162790698,1.3493287563323975
13,0.8404273929554302,0.9364531317422556,0.42277607038872395,0.5884513742071881,0.8372093023255814,0.6410852713178293,1.5619417428970337
14,0.8288626858240652,0.9214205630989962,0.4298319127996689,0.598752055438102,0.813953488372093,0.6449612403100775,2.5597734451293945
15,0.8115872311279764,0.9108745705249698,0.4347421137636702,0.5830719990603711,0.813953488372093,0.6449612403100775,1.9782137870788574
16,0.7950773158448232,0.9048659704452338,0.4383685546564228,0.596114221695617,0.813953488372093,0.6217054263565892,2.8429360389709473
17,0.7813696306865808,0.8951448604117992,0.43876616347994635,0.5973614886405584,0.813953488372093,0.6410852713178293,2.299633502960205
18,0.7693143588486717,0.8896993190743202,0.4446330853211941,0.6298743246417664,0.813953488372093,0.6410852713178294,1.6418087482452393
19,0.7467050146327789,0.8824218054150426,0.4458575165762657,0.6184225980737608,0.8372093023255814,0.6468992248062014,1.6644154787063599
20,0.7388884932713737,0.8827036341955495,0.44473367095314964,0.5872663512198396,0.8372093023255814,0.6604651162790698,1.5096776485443115
21,0.7226049155647578,0.8688555332117303,0.4523978587089296,0.5943546763314205,0.8372093023255814,0.6449612403100775,1.4531947374343872
22,0.7064295744271257,0.8691058685613233,0.4560537706170699,0.5984890432564851,0.8372093023255814,0.6546511627906977,2.2429890632629395
23,0.7006699601635662,0.8687655440596647,0.46279086151457355,0.5981836638813383,0.8372093023255814,0.6565891472868216,1.9638192653656006
24,0.682852212778866,0.8621003641638645,0.4659046719603264,0.6326521024195443,0.8372093023255814,0.6527131782945735,1.7609845399856567
25,0.6716907326311004,0.8624429813651151,0.46245530552745717,0.6015428370079533,0.8372093023255814,0.6352713178294572,2.728193759918213
26,0.665143142100505,0.8582946048226467,0.45979627184854016,0.5918998959696633,0.8372093023255814,0.6430232558139535,2.0370099544525146
27,0.6482216858967943,0.8573049500931141,0.4626239956666329,0.5938378804657874,0.8372093023255814,0.6507751937984495,2.3704938888549805
28,0.63983388160514,0.8567996149839356,0.46593195644812657,0.6088601966508942,0.8372093023255814,0.6546511627906977,1.924788236618042
29,0.6274332531674981,0.856897886409316,0.4664574288755306,0.6272534313231987,0.8372093023255814,0.6546511627906977,2.0401344299316406
30,0.6137526704234327,0.8538396705028622,0.4691210049508191,0.6371916842847075,0.8372093023255814,0.6391472868217054,1.658940315246582
31,0.60782299968353,0.8530195549476979,0.4748980793966132,0.6188454310547334,0.813953488372093,0.6449612403100775,1.6862767934799194
32,0.5969612926374877,0.8530600472938182,0.4827368901721567,0.6209302325581395,0.813953488372093,0.6352713178294573,2.0471341609954834
33,0.5864142163872198,0.8529573207677796,0.4745371809865277,0.6310723514211887,0.8372093023255814,0.6294573643410852,1.9619029760360718
34,0.5732159872242457,0.8494038706602052,0.4801270193150671,0.6228682170542635,0.813953488372093,0.6313953488372093,2.4834837913513184
35,0.5668894921848348,0.851454095785008,0.4766204298464124,0.6147932816537467,0.813953488372093,0.6236434108527131,2.1334269046783447
36,0.5562132936637995,0.8511042539463487,0.47571850969256857,0.619168428470754,0.813953488372093,0.6313953488372093,1.5755003690719604
37,0.5468473936793065,0.8602431721465532,0.4828151075901137,0.6306201550387597,0.813953488372093,0.6236434108527131,1.6804611682891846
38,0.5432714406059298,0.8584320046180902,0.481858993950992,0.6261904761904762,0.813953488372093,0.617829457364341,3.844813108444214
39,0.5337652770973189,0.8516167610190636,0.48609091378407265,0.6230897009966778,0.8372093023255814,0.6468992248062015,1.7597582340240479
40,0.5208409250303127,0.8563882431318594,0.4828332304702958,0.634265411590993,0.813953488372093,0.6313953488372093,2.0411863327026367
41,0.5065111231595668,0.860936583474625,0.4876214336346186,0.6449067082788013,0.813953488372093,0.6275193798449612,1.7165031433105469
42,0.5026060094219108,0.8763964744501336,0.48456829248608363,0.6432078257659652,0.8372093023255814,0.6507751937984495,2.5858051776885986
43,0.495386780089166,0.8740545788476634,0.4918640312639212,0.643530823181986,0.8372093023255814,0.6468992248062015,3.8197414875030518
44,0.490363804013448,0.8698584271031756,0.4854879188667595,0.6311646363971946,0.8372093023255814,0.6546511627906977,1.767844319343567
45,0.483979622870033,0.8711906962616499,0.4836967596457581,0.6223145071982281,0.813953488372093,0.6217054263565891,2.181468963623047
46,0.47650081075435125,0.8706374112949815,0.48714967561757033,0.6453589046612302,0.8372093023255814,0.6507751937984495,2.67547869682312
47,0.46826351287583595,0.8726122725841611,0.48403551317180205,0.6429687237826772,0.8372093023255814,0.6507751937984495,3.2997829914093018
48,0.4571442516870374,0.8753320117329442,0.4824479868308842,0.6437070035907244,0.8372093023255814,0.6507751937984495,1.806797981262207
49,0.4492417931816984,0.8810769472011301,0.4827873659585574,0.647776771032585,0.813953488372093,0.6275193798449612,1.9562147855758667
50,0.4404690315109153,0.8855279365251231,0.48550877387086,0.663963555824021,0.813953488372093,0.6217054263565891,2.0408003330230713
51,0.43822498183583586,0.8883347760799319,0.48700131116591705,0.6549196281754421,0.8372093023255814,0.6449612403100775,1.8174357414245605
