epoch,train_loss,train_mae,max_gradient_norm,learning_rate,epoch_seconds
1,1.4109517378253196,4.333538334893673,326.0967102050781,0.0003,0.9935146989300847
2,0.32280047563888464,1.5987999483131212,22.568485260009766,0.0003,0.7760635651648045
3,0.2703218196060931,1.4322280568485344,17.137380599975586,0.0003,0.7603291794657707
4,0.24964286062817462,1.3630011800385,14.97707748413086,0.0003,0.9594843499362469
5,0.22852756873323682,1.2859286495201574,15.424798011779785,0.0003,0.7959808362647891
6,0.2091839873051748,1.2169906950623972,14.639209747314453,0.0003,0.7821713304147124
7,0.19346640710541063,1.1592383005504094,17.900976181030273,0.0003,0.7592731798067689
8,0.18869614704706256,1.1451442267048262,10.729082107543945,0.0003,0.7265463760122657
9,0.17802078361502274,1.1003258224420422,9.187111854553223,0.0003,0.7814872330054641
10,0.17478465498165555,1.0952083284286087,9.433014869689941,0.0003,0.7298806263133883
11,0.16239045156153128,1.038430098197426,10.046269416809082,0.0003,0.6909363511949778
12,0.16316225096984588,1.0457992572820254,11.892244338989258,0.0003,0.737786422483623
13,0.16333895083248579,1.0477553690681625,14.020459175109863,0.0003,0.7686567651107907
14,0.15167021969742678,0.9998482834941981,9.519060134887695,0.0003,0.6992457276210189
15,0.15355513028394602,1.0108318746873717,9.11393928527832,0.0003,0.7459622463211417
16,0.14999711193382254,0.9975551048665773,14.871681213378906,0.0003,0.703455918468535
17,0.15138587386778316,1.003545983493067,12.788858413696289,0.0003,0.706659316085279
18,0.14156006804073162,0.9634180325751164,6.423766136169434,0.0003,0.7304834052920341
19,0.1388180348730565,0.9437747121678343,6.961202621459961,0.0003,0.7342020748183131
20,0.13976405897902636,0.9575153014028378,8.936168670654297,0.0003,0.7400480099022388
21,0.1334244936154123,0.9313903416852766,9.97077465057373,0.0003,0.7305189939215779
22,0.13361309980629532,0.926746869550023,7.046995162963867,0.0003,0.6907637761905789
23,0.13131669195614984,0.9245069691294345,9.080065727233887,0.0003,0.8556039771065116
24,0.1310893333715876,0.9251702253118335,12.487777709960938,0.0003,0.7312866514548659
25,0.12572367731003592,0.8924684088604855,7.341340065002441,0.0003,0.6788731636479497
26,0.12322443644367462,0.8885393485473556,6.2779059410095215,0.0003,0.8217535009607673
27,0.12557754789058612,0.8982906793010332,6.608810901641846,0.0003,0.8276087790727615
28,0.126650561634906,0.9030146952935436,8.588075637817383,0.0003,0.7539720619097352
29,0.12349279549768288,0.8865261835087518,8.106578826904297,0.0003,0.676736231893301
30,0.13038309259047415,0.9173105907499902,9.43825626373291,0.0003,0.7028358820825815
31,0.12065183568930134,0.8794273677436576,5.747219085693359,0.0003,0.7465308448299766
32,0.12062016149088227,0.8736236720362827,8.355952262878418,0.0003,0.7279660617932677
33,0.12436840817584197,0.8931903984819864,12.301727294921875,0.0003,0.8107594400644302
34,0.11941551604286611,0.8741193275714413,7.235628128051758,0.0003,0.7124851597473025
35,0.11738586387152065,0.8628706734405881,6.75476598739624,0.0003,0.7192446235567331
36,0.11763096783373157,0.866331222524625,6.781363487243652,0.0003,0.7312488844618201
37,0.12042288738550734,0.8741981081165369,9.519026756286621,0.0003,0.7130777966231108
38,0.11662931743922947,0.8593372762986997,8.111159324645996,0.0003,0.729322524741292
39,0.11809213511370538,0.8643108312980637,9.0298490524292,0.0003,0.7491691699251533
40,0.11179976769738743,0.8366108454236704,7.381851673126221,0.0003,0.7335357647389174
41,0.11333312294262234,0.8460260299271767,10.77895450592041,0.0003,0.7092427890747786
42,0.1095192129920256,0.8295559657986044,8.406105995178223,0.0003,0.7550677973777056
43,0.11003111203200532,0.8315505465493772,6.889283657073975,0.0003,0.7306897006928921
44,0.11308934419936661,0.8475323619137873,11.808768272399902,0.0003,0.7082863943651319
45,0.11109855163961406,0.8375737958799396,7.287722587585449,0.0003,0.7001073677092791
46,0.10982362924886631,0.8278702044979661,7.858161926269531,0.0003,0.7666503451764584
47,0.10895419719447624,0.8275468509795895,8.60316276550293,0.0003,0.9115922152996063
48,0.10857960360641396,0.8245881206629496,9.09919261932373,0.0003,0.6840438358485699
49,0.10734596703301838,0.8215361765346156,8.338847160339355,0.0003,0.7534933695569634
50,0.10671597480419358,0.8182401605748205,7.281985282897949,0.0003,0.774095662869513
51,0.10884084426748357,0.8277584871353025,10.915246963500977,0.0003,0.7485953122377396
52,0.10653291365263533,0.8165474496935783,11.196784019470215,0.0003,0.7233147425577044
53,0.10692265868914747,0.8270984403625756,8.376174926757812,0.0003,0.6856119120493531
54,0.10308464265795297,0.8021289708394891,7.40871524810791,0.0003,0.6788893854245543
55,0.10861931423060059,0.8256441793519405,7.2445807456970215,0.0003,0.7437433460727334
56,0.10428834475516228,0.8059031009375489,10.097969055175781,0.0003,0.7296598646789789
57,0.10281202758037827,0.8009534440491449,8.550933837890625,0.0003,0.7494237879291177
58,0.10501836826820708,0.8081196005671339,8.00662612915039,0.0003,0.7475145747885108
59,0.10072721551378294,0.7986135961715326,11.735450744628906,0.0003,0.7134612882509828
60,0.10235371225669224,0.7995165739495379,7.281744956970215,0.0003,0.7165871243923903
61,0.10215862638590556,0.7935257368858113,10.624711990356445,0.0003,0.797744701616466
62,0.10014277296321572,0.7921120373099464,6.363636493682861,0.0003,0.7452051993459463
63,0.10129660828716694,0.7998772723270194,10.267428398132324,0.0003,0.7749957805499434
64,0.09779628403928031,0.7761616195076767,7.108551502227783,0.0003,0.7102556983008981
65,0.09678151797113675,0.7708695518574867,6.4670538902282715,0.0003,0.792476087808609
66,0.09802866331024623,0.781239041284837,6.4349212646484375,0.0003,0.7634642217308283
67,0.09643781713082332,0.768285714796206,10.959993362426758,0.0003,0.7686439082026482
68,0.09604884747161518,0.768642447990556,5.926124572753906,0.0003,0.7563792075961828
69,0.09665398386283151,0.7742387354784483,5.097880840301514,0.0003,0.8577561788260937
70,0.10163687800495193,0.7986761132552613,7.379944801330566,0.0003,0.7642278494313359
71,0.09780218387646607,0.7816933963324177,8.387954711914062,0.0003,0.7478394359350204
72,0.09618723165376827,0.7676284288419509,6.253389835357666,0.0003,0.7919432772323489
73,0.09460043098378644,0.764933104685268,7.583410739898682,0.0003,0.7494705114513636
74,0.09554738653176414,0.769392432282698,6.14315128326416,0.0003,0.8408357482403517
75,0.09347677557130268,0.7618894425346169,6.375061988830566,0.0003,0.7499574786052108
76,0.09073952293500501,0.7459171889943486,5.901102542877197,0.0003,0.7828713050112128
77,0.09641764893073475,0.7730335835150501,7.451457977294922,0.0003,0.7171873804181814
78,0.09469216279755478,0.7655824201436959,7.3568291664123535,0.0003,0.7219558795914054
79,0.09182812406745043,0.7492759685480528,8.834592819213867,0.0003,0.7829622635617852
80,0.09084416009350427,0.7493399541827389,5.779792785644531,0.0003,0.7587308445945382
81,0.09502207660486568,0.7699462627871901,11.472482681274414,0.0003,0.708340366370976
82,0.09310181660620809,0.7582539127853861,12.914815902709961,0.0003,0.8337282510474324
83,0.09238544339938096,0.7572292244277601,8.705779075622559,0.0003,0.7588251065462828
84,0.08887892510361722,0.7411943940871495,9.303101539611816,0.0003,0.7166220424696803
85,0.08881264644101701,0.741445804612668,7.481466293334961,0.0003,0.7352388864383101
86,0.08800657276593676,0.7383972034203536,9.344138145446777,0.0003,0.7644193032756448
87,0.08569123944455412,0.7284634030604258,6.575634956359863,0.0003,0.7391498442739248
88,0.08843682358320161,0.7370815831269782,5.856590270996094,0.0003,0.7454047296196222
89,0.0884612392207273,0.7370899379589293,8.734262466430664,0.0003,0.7393723595887423
90,0.08489542983812919,0.7205760595122201,8.661458015441895,0.0003,0.7429682202637196
91,0.08566334445213779,0.7263151270341485,7.917464733123779,0.0003,0.7225308399647474
92,0.08660007014021548,0.7312054303861366,7.027453422546387,0.0003,0.7223641006276011
93,0.08896905240242975,0.7409057266053813,7.799890518188477,0.0003,0.7258589621633291
94,0.08493188133809666,0.7251487813148187,8.590435028076172,0.0003,0.7407033806666732
95,0.08612850915661587,0.7309202219294845,5.578207015991211,0.0003,0.7449268223717809
96,0.08681243164657278,0.7334849749943131,9.942075729370117,0.0003,0.7341003399342299
97,0.08317762586050804,0.7089577624106601,7.3407392501831055,0.0003,0.8033455982804298
98,0.08260147633986244,0.7111317261353686,6.412579536437988,0.0003,0.7049978580325842
99,0.08442985887593155,0.7199973878520088,7.036336898803711,0.0003,0.7109078764915466
100,0.07957463776162063,0.7004200972985236,8.624058723449707,0.0003,0.728829306550324
101,0.08295507926211629,0.7173738081901613,6.467824459075928,0.0003,0.7715771673247218
102,0.08343642399732068,0.7223270048405427,5.650742530822754,0.0003,0.6794973034411669
103,0.08349893161876544,0.7118016309266398,11.239419937133789,0.0003,0.7303812634199858
104,0.08503252473113383,0.7212810222551684,11.069726943969727,0.0003,0.7707784492522478
105,0.07984990250358898,0.6965646097640656,8.668668746948242,0.0003,0.7373448787257075
106,0.08170400664033035,0.7125292969705466,8.930059432983398,0.0003,0.743718147277832
107,0.08054270083055544,0.7091302552817386,6.942593574523926,0.0003,0.7000983636826277
108,0.08033338241283791,0.700247329492157,7.386691570281982,0.0003,0.7382220402359962
109,0.08482289949505495,0.7267080795488734,11.81186580657959,0.0003,0.7168163964524865
