epoch,train_loss,train_mae,max_gradient_norm,valid_mae,valid_rmse,valid_r2,valid_spearman,learning_rate,epoch_seconds
24,0.15308561996142384,0.9433139978716938,9.862833976745605,1.6685463600374242,2.14211016220373,0.2092252605436452,0.6457855843190035,0.0003,0.725689085200429
25,0.1468518678036152,0.9142728565469369,8.158379554748535,1.4370081115520772,1.9315944248394348,0.35701466000082616,0.6933527781851228,0.0003,0.7347147930413485
26,0.14497826692931598,0.9130043339800197,8.447124481201172,1.3757127170996237,1.9455625931887472,0.34768164347336994,0.6949614248778602,0.0003,0.75339743681252
27,0.13975739829810807,0.887836668772551,8.462218284606934,1.4052391679748832,1.9182323059651767,0.3658798020622931,0.7073597105839837,0.0003,0.7297762734815478
28,0.1347607288181014,0.8775193546170403,7.2018141746521,1.425982601245664,1.8546319775056344,0.40723210744586846,0.7183145166946588,0.0003,0.7321743695065379
29,0.13817763239056668,0.8919438357395743,7.661177158355713,1.4634646580440902,1.8815010378765162,0.38993219147769365,0.7198318704736919,0.0003,0.776095736771822
30,0.1389553615341574,0.8902805248975045,8.194767951965332,1.3827174276246952,1.8521994469071807,0.4087860334437263,0.7143587625969253,0.0003,0.777774540707469
31,0.13529649350877088,0.8775693592869255,5.75239372253418,1.4357206629165116,1.8911369199874888,0.38366741193532383,0.6942775549504137,0.0003,0.7609193250536919
32,0.13290445726767286,0.8609427626943447,12.81427001953125,1.429735826857453,1.9457297825734645,0.3475695264013784,0.6834561921852873,0.0003,0.792887101881206
33,0.13217226794235062,0.8624508626160938,7.7464118003845215,1.324478959624828,1.826990576110806,0.4247696405631842,0.7298688681881139,0.0003,0.7971220882609487
34,0.1308898095717161,0.8614759348783313,9.426189422607422,1.4246029719970503,1.8987218988863113,0.37871351926066477,0.7102394901646444,0.0003,0.7438270319253206
35,0.13029982092300185,0.8572243349285145,9.15273666381836,1.439866208099502,1.8858001230355539,0.3871410903505781,0.7161639226306135,0.0003,0.7689910382032394
36,0.1286637309565771,0.8513992974968448,7.74888801574707,1.3542362409555528,1.7944216613571708,0.4450955710965475,0.742182884450056,0.0003,0.7661163620650768
37,0.13282381840220056,0.8665567804493446,7.885447978973389,1.4400476433115388,1.924454098624099,0.36175958911293604,0.7095376868651276,0.0003,0.7841725135222077
38,0.12557030877668865,0.840125475033778,10.735580444335938,1.4085958935289096,1.8806001461761632,0.3905162713528674,0.7234064448974039,0.0003,0.7675379756838083
39,0.12543623615480864,0.828061569410462,8.362860679626465,1.363177194811925,1.913186569064682,0.36921140641264805,0.6983697746169332,0.0003,0.8123326180502772
40,0.12351846842924123,0.8287234545462904,7.3508195877075195,1.3124258331568408,1.8277714369026434,0.4242778254119597,0.7208606546042211,0.0003,0.8004780076444149
41,0.1204894473342404,0.8204421891211519,6.619102954864502,1.3501177554209258,1.962157960452497,0.33650581952164915,0.6900042410245252,0.0003,0.7534336084499955
42,0.12567416982738186,0.8415111348933815,12.306583404541016,1.4173028862769446,1.887543102622254,0.38600767837722705,0.7189696482684631,0.0003,0.7576134754344821
43,0.12780784544847884,0.8528560899294049,7.9516167640686035,1.3382261109412061,1.8228164032315872,0.4273951253978554,0.7103441362869771,0.0003,0.7653394546359777
44,0.12214783821458032,0.8286568739014881,7.046119213104248,1.3029764791589855,1.7992203672663478,0.44212371255583216,0.7183769437540384,0.0003,0.7565304739400744
45,0.12397902254661318,0.8368917565397749,7.401435852050781,1.2831032697916376,1.7708225566285298,0.4595951034891689,0.73353973440296,0.0003,0.7283395659178495
46,0.1222271582815054,0.826744935533809,9.723801612854004,1.360537813949204,1.7951467484171193,0.44464703068839273,0.7320553879468169,0.0003,0.717484992928803
47,0.11819654582040634,0.8115911977142243,7.5888824462890625,1.3533554192030957,1.8027785280694477,0.43991500441872,0.7230186488927336,0.0003,0.7882839618250728
48,0.12154005636692757,0.8245736143870207,8.454076766967773,1.2804549454952523,1.7551387314777844,0.46912523111150417,0.7245563901451658,0.0003,0.7163039222359657
49,0.12002466538970842,0.8209690876593084,9.059953689575195,1.3319761400149428,1.7610992287150626,0.4655133792147075,0.7350461250121012,0.0003,0.7450920278206468
50,0.12142374725980967,0.8265961986348934,8.52199935913086,1.3113910921558272,1.7931821316732364,0.4458619271474813,0.726840313887943,0.0003,0.7179584540426731
51,0.11372435453861982,0.7943592483626366,6.27431058883667,1.3613324302755896,1.8255868488381224,0.4256532317045486,0.7232445996020508,0.0003,0.6996601605787873
52,0.11294136344795776,0.7927011034297281,8.940430641174316,1.3027025447899023,1.8380693790037328,0.4177721373924156,0.7100058393749811,0.0003,0.7177008390426636
53,0.11453387522396176,0.8002951554902363,8.728541374206543,1.27262170606037,1.8119671724748112,0.434191020835734,0.7160449681721675,0.0003,0.7466073567047715
54,0.11660660270922721,0.8127354753265532,7.833711624145508,1.294953706002118,1.8090407440667589,0.43601717132110307,0.7268894794449324,0.0003,0.8005219083279371
55,0.11724885490947247,0.8176052445108283,9.246082305908203,1.2980836805419087,1.8104729102207013,0.43512383948804745,0.7260383496432633,0.0003,0.7618998531252146
56,0.11220128619221913,0.788423797940121,5.934035301208496,1.2984779103722845,1.8304840701078826,0.4225676750628373,0.7128848226500479,0.0003,0.745670760050416
57,0.11278249060493277,0.7913688909192269,7.314342975616455,1.3624378637068977,1.829190134878491,0.4233837389262073,0.7312447997120061,0.0003,0.7325241668149829
58,0.11017204639460335,0.7810147620995997,5.903915882110596,1.2610015738065288,1.7811196817855162,0.453292048865642,0.7320808160525285,0.0003,0.7397071234881878
59,0.106805118470941,0.7703838654623041,8.987239837646484,1.366818782082184,1.8459671566827371,0.4127579793605758,0.7309201359525614,0.0003,0.6994676273316145
60,0.11665973951901625,0.8074739363550313,9.403942108154297,1.3272688333040537,1.8173910170309668,0.43079862711263484,0.7053842987398213,0.0003,0.7416398487985134
61,0.10712073086304046,0.7684235269416075,6.5755486488342285,1.31025514331948,1.793641755233612,0.4455778204180664,0.7214711675931105,0.0003,0.7222495619207621
62,0.10474499439076697,0.7611454656504545,6.901228427886963,1.2587296775910055,1.7840214190432908,0.4515092432486062,0.7227183375564278,0.0003,0.7476707091554999
63,0.10706475587382662,0.7691735531340979,7.001393795013428,1.3302015182879345,1.7954683001605902,0.4444480600927192,0.7303288095099342,0.0003,0.715563828125596
64,0.10855788238221047,0.774972829072043,6.0858564376831055,1.3575737535276016,2.0254226783456555,0.29303075460312655,0.7062122038518946,0.0003,0.7400157088413835
65,0.10759601791207453,0.769802036795791,6.820428371429443,1.3084655619657608,1.7914956894091176,0.4469037425912933,0.7089182277053104,0.0003,0.7479694336652756
66,0.10966394727955488,0.7860338564552329,8.747084617614746,1.3124517767867914,1.8153364837184176,0.4320848469213562,0.717291677102558,0.0003,0.8075120523571968
67,0.10711524006130674,0.774101730664256,8.08371639251709,1.3416626267522007,1.7917645807506277,0.4467376981440093,0.7424420316620218,0.0003,0.8074288181960583
68,0.10470624324026619,0.7599943389741352,9.89375114440918,1.3468224897024421,1.8244293082828722,0.4263813470554214,0.7345927065390446,0.0003,0.7530405763536692
69,0.10472785153816666,0.7641378805351446,8.953459739685059,1.339591168889144,1.8613614122535167,0.4029226489359211,0.7257120916876701,0.0003,0.7549382373690605
70,0.10647726428609183,0.7646364588212919,13.502373695373535,1.3446394353503517,1.8393742248521932,0.416945196603444,0.7238709871767613,0.0003,0.7293518027290702
71,0.10022565672844205,0.7450948074386189,6.411158561706543,1.2672721494528145,1.8181329584929422,0.4303337846008286,0.7236956248066451,0.0003,0.7492668079212308
72,0.10139412707155358,0.7493530606136568,7.280572414398193,1.2881766493343922,1.804590204353199,0.4387887401128473,0.7222161475040614,0.0003,0.7241496732458472
73,0.1026978778960211,0.7552753611055191,9.328770637512207,1.2982462710675984,1.85382378359003,0.40774861641081983,0.7150497626574671,0.00015,0.71646299213171
74,0.09728406333799286,0.7266033267124202,7.50376033782959,1.295186714544856,1.8321982898957838,0.42148565591676956,0.7145728411243677,0.00015,0.7199465362355113
75,0.09569559476095574,0.7207144057668,5.80556058883667,1.3079645069968986,1.8313430521060918,0.422025610415519,0.7238534873796417,0.00015,0.740403356961906
76,0.09548985225003585,0.7253474232699164,5.352769374847412,1.3035935276657182,1.8207383431848119,0.42869995132230554,0.7284381636460515,0.00015,0.7220330433920026
77,0.09313875449483529,0.7123384957743589,6.424623966217041,1.3268524742356207,1.8265270955101438,0.425061458483562,0.7278118202233967,0.00015,0.7354134982451797
78,0.09495316685811497,0.7234242994083522,6.01585054397583,1.2996809652297312,1.8195689731118587,0.4294335511289926,0.7214552457007396,0.00015,0.7103975182399154
79,0.09362803837145993,0.71681265703396,5.65178108215332,1.3281572378088868,1.8610998390852442,0.40309044917032244,0.7133223932842531,0.00015,0.7179223336279392
80,0.09242074950658176,0.717199978483444,6.696937561035156,1.2984103223632428,1.8185049724438256,0.43010063832878753,0.7119103721429987,0.00015,0.7089089658111334
81,0.09265283593396602,0.7092320739927566,7.289183616638184,1.2995902259935874,1.8696823736010326,0.3975724117552204,0.7031410372344519,0.00015,0.7074297070503235
82,0.09262812419086547,0.7123564895009853,6.643660068511963,1.3397513880420138,1.836490025703692,0.418772261163329,0.7170343652970717,0.00015,0.7226866669952869
83,0.09180983460044011,0.7082183066633695,8.365823745727539,1.2599319450133148,1.8254530985458604,0.42573738681787276,0.7154503817313187,0.00015,0.7333989422768354
84,0.09299168797916889,0.7152790474111899,6.078472137451172,1.2917153246073942,1.8248637484161223,0.4261081299639472,0.7235099129968103,7.5e-05,0.7778541566804051
85,0.08860334754876269,0.6980451540384586,3.92995023727417,1.280422946372977,1.8344912253454944,0.42003676680039015,0.7160801064458937,7.5e-05,0.7041720617562532
86,0.08859587586581766,0.6958033052261096,4.984058856964111,1.2674685104801178,1.8021308122932624,0.4403173951856121,0.7196943545283571,7.5e-05,0.6904691560193896
87,0.09058857626614887,0.7045752700185633,4.64791202545166,1.2851155040247546,1.7956083449631994,0.4443613916775727,0.7186224564870799,7.5e-05,0.7027878649532795
88,0.08775308994046524,0.6911933210843618,6.650215148925781,1.279585018230097,1.8276615701037866,0.4243470363100226,0.7204343178687879,7.5e-05,0.7124593639746308
89,0.08859379463289137,0.6956945723655557,4.439645290374756,1.2792961323602507,1.8087262161368272,0.43621326743605926,0.7185917626294825,7.5e-05,0.7024193294346333
90,0.08918402143878672,0.6957225349660671,5.912919998168945,1.2850171819513387,1.821831345835399,0.4280138341813884,0.7118032034506274,7.5e-05,0.7645926307886839
91,0.08444567370432456,0.6796832769902421,4.7370524406433105,1.2927496423660128,1.8137867320206293,0.4330540906934267,0.7188694006719397,7.5e-05,0.7290730681270361
92,0.08732053422478901,0.6919028396530832,4.466855049133301,1.3027389226551405,1.8324676996899643,0.42131551178989135,0.7147390581152042,7.5e-05,0.7465180782601237
