rank,identifier_type,label,reaction_count
284,SMILES,[O-]S(=O)(C)=O.[Pd+]c1ccccc1c1c(N)cccc1.C12(CC3CC(C1)CC(C2)C3)P(CCCC)C12CC3CC(C1)CC(C2)C3,17
285,NAME,3G OMs P(PCy)3,17
286,SMILES,c1(c2c(c(c3ccccc3)n(n2)c2ccccc2)n2c(ccn2)P(C(C)C)C(C)C)ccccc1,17
287,NAME,(S)-Methyl BoPhoz,16
288,SMILES,c1([P@@](c2ccccc2)CC[P@@](c2c(cccc2)OC)c2ccccc2)c(cccc1)OC,16
289,SMILES,P1([C@H]([C@H]2P(Cc3c(c4c2ccc2c4cccc2)c2c(cc3)cccc2)C(C)(C)C)c2c(c3c(C1)ccc1c3cccc1)c1c(cc2)cccc1)C(C)(C)C,16
290,NAME,dcyppe.BF4,16
291,SMILES,c1c(nc(cc1)CNC)CNC,16
292,SMILES,c1ccc2c(c1)c(ccc2)[Ni](P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)Cl,16
293,SMILES,Cl[Ni]Cl.C1(P(C2CCCCC2)C2CCCCC2)CCCCC1.C1(P(C2CCCCC2)C2CCCCC2)CCCCC1,16
294,SMILES,P(c1c(C[Pd]OC(C)=O)cccc1)(c1c(cccc1)C)c1c(cccc1)C.P(c1c(C[Pd]OC(C)=O)cccc1)(c1c(cccc1)C)c1c(cccc1)C,16
295,NAME,(Ir[dF(CF3)ppy]2(dtbpy))PF6,16
296,SMILES,C1CCCC1P(C1CCCCC1)C1CCCCC1.C1CCCC1.C1CCC(C1)P(c1ccccc1)C1C(CCC1)[C@H](C)N(C)C.[Fe].[Fe],15
297,NAME,Naud SL-N012-2,15
298,SMILES,c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)ccc3c2cccc3)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)ccc2c1cccc2,15
299,SMILES,[Fe].C1CCCC1.C1CCCC1.C1C(C(CC1)C1C(CCC1)C=1OC[C@@H](N1)C(C)C)C=1OC[C@@H](N1)C(C)C.[Fe],15
300,SMILES,c1(c2c(P(c3ccc(cc3)C)c3ccc(cc3)C)ccc3c2cccc3)c(P(c2ccc(cc2)C)c2ccc(cc2)C)ccc2c1cccc2,15
301,NAME,SL-J015-1,15
302,SMILES,c1(c2c3c(ccc2NP(c2ccccc2)c2ccccc2)cccc3)c2c(ccc1NP(c1ccccc1)c1ccccc1)cccc2,15
303,SMILES,C1CCCC1.[Fe].C[C@@H](C1CCCC1P(c1ccco1)c1occc1)P(c1c(cccc1)C)c1c(cccc1)C,15
304,SMILES,C1CCCC1.[Fe].C[C@@H](C1CCCC1P(c1cccc2c1cccc2)c1cccc2c1cccc2)P(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C,15
305,SMILES,c1(P(c2ccccc2)c2ccccc2)c(c2c(cc1)cccc2)C(N[C@H]1[C@H](NC(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)=O)CCCC1)=O,15
306,SMILES,c1(c2c(P(c3ccccc3)c3ccccc3)cc(nc2OC)OC)c(P(c2ccccc2)c2ccccc2)cc(nc1OC)OC,15
307,SMILES,P([C@H]1C[C@H](NC1)CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,15
308,SMILES,P(c1ccccc1)(c1ccccc1)[C@@H]([C@H](P(c1ccccc1)c1ccccc1)C)C,15
309,SMILES,C1(=N[C@@H](C(C)(C)C)CO1)c1c(P(c2ccccc2)c2ccccc2)cccc1,15
310,SMILES,c1([C@@H]([C@H](c2ccccc2)N)NS(c2ccc(cc2)C)(=O)=O)ccccc1,15
311,NAME,"(R,R)-QuinoxP*",15
312,SMILES,C1CCCC1.[Fe].C(P(C(C)(C)C)C1CCCC1[C@@H](C)P(c1ccccc1C)c1ccccc1C)(C)(C)C,15
313,SMILES,C1CCCC1.[Fe].C[C@@H](C1CCCC1P(c1cccc2c1cccc2)c1cccc2c1cccc2)P(C(C)(C)C)C(C)(C)C,15
314,SMILES,P(c1ccccc1)(c1ccccc1)C=1[C@H]2CC[C@@](C1c1c(c(sc1C)C)P(c1ccccc1)c1ccccc1)(C2(C)C)C,15
315,SMILES,C1(=N[C@@H](CO1)C(C)C)C1C(P(c2ccccc2)c2ccccc2)CCC1.[Fe].C1CCCC1,15
316,SMILES,P(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C1CCCC1.P(c1cc(cc(c1)C)C)(c1cc(cc(c1)C)C)[C@@H](C1CCCC1)C.[Fe],15
317,SMILES,c12c(cc(cc1)CNC(C(Nc1c(cc(cc1C)C)C)=O)=O)OCO2,15
318,SMILES,c12c(cc(cc1)CNC(C(Nc1c(cc(cc1)C)C)=O)=O)OCO2,15
319,NAME,[RuCl2(PPh3)3],15
320,SMILES,P(C1CCCC1)(C(C)C)C(C)C.P(C1CCCC1)(C(C)C)C(C)C.[Fe],15
321,SMILES,P(C1CCCCC1)(C1CCCCC1)C(C)(C)C,15
322,NAME,3G OMs RuPhos,15
323,SMILES,P(c1ccccc1)(c1ccccc1)CCCP(c1ccccc1)c1ccccc1.[Ni](Cl)Cl,15
324,NAME,[Rh(nbd)2]+BF4-,15
325,NAME,(R)-Xyl-SDP,14
326,SMILES,c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)ccc3c2OCO3)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)ccc2c1OCO2,14
327,SMILES,P1([C@H]([C@@H]2[C@H]([C@@H]1C)OC(O2)(C)C)C)C1CCCC1.P1([C@H]([C@@H]2[C@H]([C@@H]1C)OC(O2)(C)C)C)C1CCCC1.[Fe],14
328,SMILES,C1CCCC1.[Fe].c1(cc(P([C@@H](C)C2CCCC2c2c(P(c3cc(c(c(c3)C)OC)C)c3cc(c(c(c3)C)OC)C)cccc2)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc(c1)C(F)(F)F)C(F)(F)F,14
329,SMILES,P(c1ccccc1)(c1ccccc1)C[C@@H]1[C@@H](CP(c2ccccc2)c2ccccc2)OC(O1)(C)C,14
330,SMILES,[Fe].C1(CCCC1P(c1ccccc1)C1CCCC1)[C@@H](N(C)C)C.[Fe].C1CCCC1.C1CCCC1P(c1ccccc1)C1CCCC1[C@@H](N(C)C)C.[Fe].C1CCCC1,14
331,SMILES,c1(c2c(P(c3cc(cc(c3)C)C)c3cc(cc(c3)C)C)cc(nc2OC)OC)c(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)cc(nc1OC)OC,14
332,SMILES,Cc1cc(cc(C)c1OC)P(c1cc(C)c(c(C)c1)OC)C1CCCC1[C@@H](C)P(C1CCCCC1)C1CCCCC1.C1CCCC1.[Fe],14
333,SMILES,[Fe].c1(cc(cc(P(c2cc(cc(c2)C(F)(F)F)C(F)(F)F)C2CCCC2[C@H](c2ccccc2)N(C)C)c1)C(F)(F)F)C(F)(F)F.c1(cc(cc(c1)P(C1CCCC1[C@@H](N(C)C)c1ccccc1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,14
334,SMILES,P1([C@@H]([C@@H]2P(Cc3c2cccc3)C(C)(C)C)c2c(C1)cccc2)C(C)(C)C,14
335,SMILES,P(c1c(c(c(c(c1F)F)F)F)F)(c1c(c(c(c(c1F)F)F)F)F)CCP(c1c(c(c(c(c1F)F)F)F)F)c1c(c(c(c(c1F)F)F)F)F,14
336,SMILES,P(c1c(C2=N[C@H](CO2)C(C)C)cccc1)(c1ccccc1)c1ccccc1,14
337,SMILES,c1(c2c(NP(c3ccccc3)c3ccccc3)ccc3c2CCCC3)c(NP(c2ccccc2)c2ccccc2)ccc2c1CCCC2,14
338,SMILES,c12c3c(P(c4ccccc4)c4ccccc4)cccc3OCCCOc2cccc1P(c1ccccc1)c1ccccc1,14
339,SMILES,c1(P(c2ccccc2)c2ccccc2)c2CCc3cc(c(CCc(c1)cc2)cc3)P(c1ccccc1)c1ccccc1,14
340,SMILES,C1[C@@H](P([C@H](C1)C(C)C)CCP1[C@H](CC[C@@H]1C(C)C)C(C)C)C(C)C,14
341,SMILES,P(c1ccccc1)(c1ccccc1)[C@H](C[C@@H](P(c1ccccc1)c1ccccc1)C)C,14
342,SMILES,c12c3c4c(ccc3op(oc2ccc2c1cccc2)N(C)C)cccc4,14
343,SMILES,c1(c(P2[C@@H](CC[C@H]2C)C)cccc1)P1[C@@H](CC[C@H]1C)C,14
344,SMILES,c1([C@@H]([C@H](c2ccccc2)N)NS(C)(=O)=O)ccccc1,14
345,SMILES,P1([C@@H]([C@@H]2P(C(C)(C)C)CCC2)CCC1)C(C)(C)C,14
346,SMILES,P1([C@@H](CC[C@H]1C)C)CCP1[C@@H](CC[C@H]1C)C,14
347,SMILES,P1(c2c(P3[C@H](CC[C@@H]3C(C)C)C(C)C)cccc2)[C@H](CC[C@@H]1C(C)C)C(C)C,14
348,SMILES,C1(P(c2ccccc2)c2ccccc2)C(C2=N[C@@H](CO2)C(C)(C)C)CCC1.C1CCCC1.[Fe],14
349,SMILES,P1(c2c(P3[C@@H](CC[C@H]3CC)CC)cccc2)[C@@H](CC[C@H]1CC)CC,14
350,SMILES,c1(P(c2occc2)C2CCCC2[C@@H](C)P(C(C)(C)C)C(C)(C)C)ccco1.C1CCCC1.[Fe],14
351,SMILES,CCc1cc2ccccc2c2c1O[PH](=O)Oc1c-2cc2ccccc2c1CC,14
352,SMILES,c1(c2c3OC(Oc3ccc2P(c2ccccc2)c2ccccc2)(F)F)c2OC(Oc2ccc1P(c1ccccc1)c1ccccc1)(F)F,14
353,SMILES,P([C@H]1[C@H](P(c2ccccc2)c2ccccc2)[C@@H]2C[C@H]1C=C2)(c1ccccc1)c1ccccc1,14
354,NAME,(R)-Nauds Catalys -Ru,14
355,SMILES,P(CC(C)C)(CC(C)C)CC(C)C,14
356,SMILES,c1(c(cccc1)P(C1CCCCC1)C1CCCCC1)c1c(cccc1N(C)C)N(C)C.c1(ccccc1c1ccccc1N)[Pd]Cl,14
357,SMILES,CC(P(C(C)(C)C)c1ccccc1c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C)C.c1ccc(c(c1)c1c(N)cccc1)[Pd+].[O-]S(C)(=O)=O,14
358,NAME,SPhos Pd G3,14
359,NAME,BrettPhos Pd 2G,14
360,NAME,XPhos Pd 2G,14
361,SMILES,c1c(c(c(cc1)C(C)C)N1CN(C=C1)c1c(cccc1C(C)C)C(C)C)C(C)C.n1cccc(c1)Cl.[Pd](Cl)Cl,14
362,SMILES,c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O.FC(c1cc(C(F)(F)F)cc(P(c2c(c(ccc2OC)OC)c2c(cc(cc2C(C)C)C(C)C)C(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1)(F)F,14
363,SMILES,c1c(c(ccc1)[Pd+])c1ccccc1N.S(=O)([O-])(=O)C.c1(c2c(cc(cc2C(C)C)C(C)C)C(C)C)c(cccc1)P(C1CCCCC1)C1CCCCC1,14
364,SMILES,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2OCCO3)c(P(c2ccccc2)c2ccccc2)ccc2c1OCCO2,13
365,SMILES,c1(c2c(P(c3ccccc3)c3ccccc3)cccc2OC)c(P(c2ccccc2)c2ccccc2)cccc1OC,13
366,SMILES,C1CCCC1.[Fe].c1ccc(cc1)P(c1ccccc1)C1CCCC1[C@H](C)P(c1cc(C)cc(C)c1)c1cc(C)cc(C)c1,13
367,NAME,(R)-Tol-SDP,13
368,SMILES,C1(C(P(C2CCCCC2)C2CCCCC2)CCC1)[C@H](c1c(P(C2CCCCC2)C2CCCCC2)cccc1)N(C)C.C1CCCC1.[Fe],13
369,NAME,(R)-SDP,13
370,SMILES,c12c3c(CP(Cc1ccc1c2cccc1)C1CCCC1)ccc1c3cccc1.c12c3c(CP(Cc1ccc1c2cccc1)C1CCCC1)ccc1c3cccc1.[Fe],13
371,SMILES,[Fe].C1CCCC1.[Fe].C1CCCC1.C1CC(C(C1)P(c1ccccc1)c1ccccc1)C1CCCC1P(c1ccccc1)c1ccccc1,13
372,SMILES,c1(c2c(P(c3cc(c(c(c3)C(C)(C)C)OC)C(C)(C)C)c3cc(c(c(c3)C(C)(C)C)OC)C(C)(C)C)ccc3c2OCO3)c(P(c2cc(c(c(c2)C(C)(C)C)OC)C(C)(C)C)c2cc(c(c(c2)C(C)(C)C)OC)C(C)(C)C)ccc2c1OCO2,13
373,SMILES,C1CCCC1.[Fe].c1ccc(cc1)P(c1ccccc1)c1ccccc1C1CCCC1[C@H](C)P(C1[C@H]2CC[C@@H](C1)C2)C1[C@@H]2CC[C@H](C1)C2,13
374,SMILES,c12c3c(CP(Cc1ccc1c2cccc1)CCNCCP1Cc2c(c4c(C1)ccc1c4cccc1)c1c(cc2)cccc1)ccc1c3cccc1,13
375,SMILES,p1(N([C@H](c2ccccc2)C)[C@H](c2ccccc2)C)oc2c(c3c(o1)ccc1c3cccc1)c1c(cc2)cccc1,13
376,SMILES,C1CCCC1.[Fe].C1CC(P([C@@H](C)C2CCCC2c2c(P(c3ccccc3)c3ccccc3)cccc2)C2CCCCC2)CCC1,13
377,SMILES,c1(c(c(C=N[C@@H]2[C@@H](N=Cc3c(c(cc(c3)C(C)(C)C)CN3CCOCC3)O)CCCC2)cc(c1)C(C)(C)C)O)CN1CCOCC1,13
378,SMILES,N([C@@H]1[C@@H](NS(c2ccc(cc2)C)(=O)=O)CCCC1)S(c1ccc(cc1)C)(=O)=O,13
379,SMILES,c12c([C@@H]([C@@H](C1)O)N)cccc2,13
380,SMILES,c1(C(C)(C)C)cc(C(C)(C)C)cc(P(c2cccc3c2C2(CC3)c3c(C4=N[C@H](CO4)Cc4ccccc4)cccc3CC2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c1,13
381,NAME,Naud SL-N008-2,13
382,SMILES,c1(OC)c(cc(P(c2cc(c(OC)c(c2)C)C)C2CCCC2[C@H](C)P(C(C)(C)C)C(C)(C)C)cc1C)C.C1CCCC1.[Fe],13
383,SMILES,C(c1cc(C(F)(F)F)cc(N2C(C(=C(C2=O)P2[C@@H](CC[C@H]2C)C)P2[C@@H](CC[C@H]2C)C)=O)c1)(F)(F)F,13
384,SMILES,C1(C(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)CCC1)[C@H](N(C)C)c1ccccc1.C1(C(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)CCC1)[C@H](N(C)C)c1ccccc1.[Fe],13
385,NAME,Xantphos Pd G2,13
386,SMILES,c1(ccccn1)C=NO,13
387,SMILES,c1(c(C(C)C)cccc1C(C)C)n1c[n+](cc1)c1c(C(C)C)cccc1C(C)C.[Cl-],13
388,SMILES,p1(oc2c(c3c(o1)ccc1c3cccc1)c1c(cc2)cccc1)N(CC)CC,13
389,SMILES,P(C(C)(C)C)(C(C)(C)C)C(C)(C)C.P(C(C)(C)C)(C(C)(C)C)C(C)(C)C.[Pd]Br.[Pd]Br,13
390,SMILES,P(C(C)(C)C)(C(C)(C)C)CCCC,13
391,SMILES,c1(c(P(C(C)(C)C)C(C)(C)C)cccc1)c1c(cccc1)N(C)C,13
392,SMILES,c1(c2c(P(c3ccccc3)c3ccccc3)ccc(c2OC)Cl)c(P(c2ccccc2)c2ccccc2)ccc(c1OC)Cl,12
393,NAME,Naud SL-N013-1,12
394,SMILES,c1(P(c2cc(cc(c2)C)C)c2cc(cc(c2)C)C)c2CCc3cc(c(CCc(c1)cc2)cc3)P(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C,12
395,SMILES,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2OCO3)c(P(c2ccccc2)c2ccccc2)ccc2c1OCO2,12
396,SMILES,C1(C(P(C2CCCCC2)C2CCCCC2)CCC1)[C@H](N(C)C)c1ccccc1.C1(C(P(C2CCCCC2)C2CCCCC2)CCC1)[C@H](N(C)C)c1ccccc1.[Fe],12
397,SMILES,P(C1C([C@H](P(C(C)(C)C)C(C)(C)C)C)CCC1)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F.C1CCCC1.[Fe],12
398,SMILES,C1CCCC1.[Fe].C[C@H](C1CCCC1P(c1cc(c(c(c1)C)OC)C)c1cc(c(c(c1)C)OC)C)P(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C,12
399,SMILES,c1cccc(P(c2cccc3c2C2(CC3)c3c(C4=N[C@H](CO4)Cc4ccccc4)cccc3CC2)c2ccccc2)c1,12
400,SMILES,C(P(C(C)(C)C)C1CCCC1[C@@H](C)P(c1ccccc1)c1ccccc1)(C)(C)C.C1CCCC1.[Fe],12
401,SMILES,OC(=O)CNC(=O)c1ccccn1,12
402,SMILES,C(NCC(=O)O)(c1ncccc1)=O,12
403,NAME,5% Pt/C,12
404,NAME,5% Ru/C,12
405,NAME,(R)-Xylyl-P-Phos,12
406,SMILES,c1(c2c(cc3c1cccc3)cccc2)C(O)=O,12
407,SMILES,F[B-](F)(F)F,12
408,SMILES,C(C)N,12
409,SMILES,C(C(O)=O)OC,12
410,SMILES,C1(NC2CCCCC2)CCCCC1,12
411,SMILES,P(c1ccccc1)(C1CCCCC1)C1CCCCC1,12
412,SMILES,N1(CN(c2c(cc(cc2C)C)C)C=C1)c1c(cc(cc1C)C)C,12
413,SMILES,c1cn(c[n+]1C(C)C)C(C)C.[B-](F)(F)(F)F,12
414,SMILES,N1(c2c(cc(cc2C)C)C)C=[N+](CC1)c1c(cc(cc1C)C)C.[Cl-],12
415,SMILES,[n+]1(cn(cc1)C1CCCCC1)C1CCCCC1.[B-](F)(F)(F)F,12
416,SMILES,P(C1CCCCC1)(C1CCCCC1)CC,12
417,SMILES,n1(c[n+](cc1)C(C)C)C(C)C.[Cl-],12
418,SMILES,[n+]1([C@]23C[C@H]4C[C@@H](C3)C[C@H](C2)C4)cn([C@@]23C[C@H]4C[C@H](C3)C[C@H](C2)C4)cc1.[B-](F)(F)(F)F,12
419,NAME,P(t-Bu)3 Pd G4,12
420,SMILES,c1ccc(c(c1)N)c1ccccc1[Pd+].[O-]S(C)(=O)=O.CC(CP(C(C)(C)C)C(C)(C)C)(C)C,12
421,SMILES,[Pd](Cl)Cl.P(C1CCCCC1)(C1CCCCC1)N1CCCCC1.P(C1CCCCC1)(C1CCCCC1)N1CCCCC1,12
422,NAME,PCy3 Pd G4,12
423,NAME,XPhos Pd G4,12
424,NAME,BrettPhos Pd G4,12
425,NAME,t-BuXphos Pd G4,12
426,SMILES,c1cccc(c1[Pd+])c1ccccc1N.[O-]S(=O)(C)=O.CC(C)(P(C(C)(C)C)c1c(ccc(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)C)OC)C,12
427,SMILES,c12Oc3c(P(C(C)(C)C)C(C)(C)C)cccc3C(c2cccc1P(C(C)(C)C)C(C)(C)C)(C)C,12
428,SMILES,[Ru](Cl)Cl.c12c3c(c(c4ccccc4)ccn3)ccc1c(c1ccccc1)ccn2.c12c3c(c(c4ccccc4)ccn3)ccc1c(c1ccccc1)ccn2.c12c3c(c(c4ccccc4)ccn3)ccc1c(c1ccccc1)ccn2,12
429,NAME,(Ir[dF(3CF3)ppy]2(dtbpy))PF6,12
430,NAME,Fe(Phen)3,12
431,NAME,[Ru(phen)3]Cl2,12
432,SMILES,[Ir](c1c(sc2c1cccc2)c1ncccc1)(c1c(sc2c1cccc2)c1ncccc1)c1c(sc2c1cccc2)c1ncccc1,12
433,NAME,(Ir[dF(4CF3)ppy]2(dtbpy))PF6 - Dark,12
434,NAME,Acridine Catalyst,12
435,SMILES,C1CCCC1.[Fe].c1cc(P([C@@H](C)C2CCCC2c2c(P(c3ccccc3)c3ccccc3)cccc2)c2ccccc2)ccc1,11
436,SMILES,P(C1C([C@H](P(C2CCCCC2)C2CCCCC2)C)CCC1)(c1ccccc1)c1ccccc1.C1CCCC1.[Fe],11
437,SMILES,N([C@@H]1[C@@H](NC(c2ccccn2)=O)CCCC1)C(c1ccccn1)=O,11
438,SMILES,C1CCCC1.CC(P(C(C)(C)C)[C@H](C1CCCC1P(=O)c1ccccc1)C)(C)C.[Fe],11
439,SMILES,C1CCCC1.[Fe].c1(cc(P([C@@H](C)C2CCCC2c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc(c1)C(F)(F)F)C(F)(F)F,11
440,SMILES,c12c(N(C)C)cccc2cccc1N(C)C,11
441,SMILES,N1(CCN(CCN(CC1)C)C)C,11
442,SMILES,C1CNCCNCCN1,11
443,SMILES,c1(c2cc(ccn2)C(C)(C)C)nc(c2cc(ccn2)C(C)(C)C)cc(c1)C(C)(C)C,11
444,SMILES,Cl[Ir].[O+]#[C-].P(c1ccccc1)(c2ccccc2)c3ccccc3.P(c4ccccc4)(c5ccccc5)c6ccccc6,11
445,NAME,SL-J014-1,10
446,NAME,JoSPOphos 2,10
447,NAME,Rh(COD)2OTf,10
448,SMILES,[Ru](Cl)Cl.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1,10
449,SMILES,[O+]#[C-].[O+]#[C-].[O+]#[C-].[O+]#[C-].[O+]#[C-].[O+]#[C-].[O+]#[C-].[O+]#[C-].[O+]#[C-].[O+]#[C-].[O+]#[C-].[O+]#[C-].[Ru].[Ru].[Ru],10
450,SMILES,c1(c2ccccn2)nc(c2ccccn2)ccc1,9
451,SMILES,c12c3c(c(ccn3)OC)ccc1c(ccn2)OC,9
452,NAME,"N,N-DTsCHN",9
453,NAME,C1-301,9
454,SMILES,C1(C(C(C(C1C)C)C)C)C.C1=CCCC=CCC1.[Ru]Cl,9
455,SMILES,C1(C(C(C(C1C)C)C)C)C.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.[Ru]Cl,9
456,SMILES,P(c1c(c2c(cccc2)N(C)C)cccc1)(c1ccccc1)c1ccccc1,9
457,SMILES,[Na],9
458,SMILES,C1C(=C(C=C1)P(c1ccccc1)c1ccccc1)[Fe]C=1C=CCC1,9
459,SMILES,c1(c(c2ccccc2)cccc1)P(C(C)(C)C)C(C)(C)C,9
460,SMILES,c1(n(c2c(cc(cc2C)C)C)ccn1)P(C1CCCCC1)C1CCCCC1,9
461,NAME,Pd(dppf)Cl2,9
462,SMILES,c1(c(cc(cc1)C)C)NC(C(NCc1ccccc1)=O)=O,8
463,SMILES,C(C(NC(c1ccccc1)C)=O)(Nc1c(cc(cc1)C)C)=O,8
464,SMILES,c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2.[Ru](Cl)Cl,8
465,SMILES,C(C1=N[C@H](CO1)C(C)C)(C1=N[C@H](CO1)C(C)C)(CC)CC,8
466,SMILES,C(C1=N[C@H](CO1)C(C)(C)C)(C1=N[C@H](CO1)C(C)(C)C)(C)C,8
467,SMILES,C([C@@H]1N=C(OC1)CC1=N[C@H](CO1)C(C)(C)C)(C)(C)C,8
468,SMILES,C1(C(C2=N[C@@H](CO2)c2ccccc2)(C)C)=N[C@@H](CO1)c1ccccc1,8
469,SMILES,C1(C(C2=N[C@H](CO2)c2ccccc2)(C)C)=N[C@H](CO1)c1ccccc1,8
470,SMILES,C1(C(C2=N[C@@H](CO2)Cc2ccccc2)(C)C)=N[C@@H](CO1)Cc1ccccc1,8
471,SMILES,C1(c2nc(C3=N[C@H](CO3)C(C)C)ccc2)=N[C@H](CO1)C(C)C,8
472,SMILES,N1=C(O[C@@H]2[C@H]1c1c(C2)cccc1)CC1=N[C@H]2[C@@H](O1)Cc1c2cccc1,8
473,SMILES,c12[C@H]3[C@@H](Cc1cccc2)OC(=N3)CC1=N[C@@H]2[C@H](O1)Cc1c2cccc1,8
474,SMILES,C1(c2nc(C3=N[C@H](CO3)c3ccccc3)ccc2)=N[C@H](CO1)c1ccccc1,8
475,SMILES,C1[C@H]([C@@H](CCC1)NCc1ccccc1P(c1ccccc1)c1ccccc1)NCc1c(cccc1)P(c1ccccc1)c1ccccc1,8
476,NAME,"(R,R)-Et-DUPHOS-Rh",8
477,SMILES,P(c1c(Oc2c(P(C3CCCCC3)C3CCCCC3)cccc2)cccc1)(C1CCCCC1)C1CCCCC1,8
478,NAME,AdBrettPhos G3,8
479,SMILES,C(C1(c2ccccc2c2c1cccc2)[P+](C1CCCCC1)C1CCCCC1)CCc1ccccc1.[B-](F)(F)(F)F,8
480,SMILES,c1cc(n(n1)c1c(n(nc1c1ccccc1)c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,8
481,SMILES,P(c1c(c2c(cccc2)N(C)C)cccc1)(C1CCCCC1)C1CCCCC1,8
482,SMILES,COc1ccnc(c1)C(=N)N,8
483,SMILES,C(=N)(c1ncccc1)N,8
484,SMILES,C1[C@@H]([C@H](CCC1)NCc1ccccc1P(c1ccccc1)c1ccccc1)NCc1c(cccc1)P(c1ccccc1)c1ccccc1,7
485,SMILES,c1([C@@H]2N=C(OC2)CC2=N[C@H](CO2)c2ccccc2)ccccc1,7
486,SMILES,C1(C2=N[C@H](CO2)Cc2ccccc2)=N[C@H](CO1)Cc1ccccc1,7
487,SMILES,N1=C(O[C@@H]2[C@@H]1c1c(C2)cccc1)c1nc(C2=N[C@H]3[C@@H](O2)Cc2c3cccc2)ccc1,7
488,SMILES,O=[S@](C(C)(C)C)NC/C=C/c1ccccc1,7
489,NAME,"SaxS,S-BOBPHOS",7
490,NAME,R-JosiphosSL-J009-1,7
491,NAME,PfizerLigand,7
492,NAME,NaudSL-N011-2,7
493,NAME,2G XPhos,7
494,NAME,tBu3P.BF4,6
495,SMILES,c1([C@@H]2[C@H](c3ccccc3)OC(=N2)CC2=N[C@@H]([C@@H](O2)c2ccccc2)c2ccccc2)ccccc1,6
496,NAME,R-Josiphos SL-J009-1,6
497,NAME,ChenPhos,5
498,NAME,"(R,R)-Et-DUPHOS",5
499,NAME,"(R,R)-NORPHOS",5
500,NAME,"(R,R,S,S)-DUANPHOS",5
501,NAME,CTH-(S)-P-Phos,5
502,NAME,(R)-BINAP,5
503,NAME,(S)SEGPHOS,5
504,SMILES,c1(c(c2c(cccc2)C)cccc1)P(C(C)(C)C)C(C)(C)C,5
505,SMILES,P(C1CCCCC1)(C1CCCCC1)/C(=C(/c1ccccc1)c1ccccc1)C,5
506,SMILES,P(c1c2c(Nc3c(O2)c(P(c2ccccc2)c2ccccc2)ccc3)ccc1)(c1ccccc1)c1ccccc1,5
507,SMILES,c1(n(c2c(c1)cccc2)c1ccccc1)P(C1CCCCC1)C1CCCCC1,5
508,SMILES,c1(n(ccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,5
509,SMILES,c1(n(c2c(c1)cccc2)c1ccccc1)P(C(C)(C)C)C(C)(C)C,5
510,NAME,cataCXium A,5
511,NAME,cataCXium PiCy,5
512,SMILES,c1ccc(c(c1)C)[Ni]Cl.C1(P(C2CCCCC2)c2ccccc2)CCCCC1.C1(P(C2CCCCC2)c2ccccc2)CCCCC1,5
513,NAME,(DHQ)2AQN,5
514,SMILES,C(c1ccccc1)(Nc1ccccn1)Nc1ccccn1,4
515,NAME,Xant Pd G2,4
516,NAME,Pd(OAc)2 / dtbpb.BF4,4
517,NAME,Pd(OAc)2 / dcyppe.BF4,4
518,NAME,Walphos SL-W002-1,4
519,NAME,Walphos SL-W003-1,4
520,NAME,Walphos SL-W022-2,4
521,NAME,"(R,R)-DACH-naphthyl Trost ligand",4
