protocol,seed,selected_epochs,train_samples,test_samples,parameter_count,training_seconds,peak_gpu_memory_mb,test_n_samples,test_mae,test_rmse,test_r2,test_spearman,checkpoint,history_file,prediction_file
scaffold,1,62,7985,1997,305541,46.584416701458395,69.3671875,1997.0,0.9666034412219011,1.4112650523686043,0.6217439644058729,0.8445003899173554,artifacts/models/day3/scaffold_final_seed_1.pt,reports/day3/history/scaffold_gine_final_seed_1.csv,reports/day3/predictions/scaffold_gine_final_seed_1_test.csv
scaffold,2,62,7985,1997,305541,46.794496931135654,69.44384765625,1997.0,0.9294893841793048,1.4610964708610772,0.594560109546557,0.8503247751279885,artifacts/models/day3/scaffold_final_seed_2.pt,reports/day3/history/scaffold_gine_final_seed_2.csv,reports/day3/predictions/scaffold_gine_final_seed_2_test.csv
scaffold,3,62,7985,1997,305541,47.66122602671385,69.33154296875,1997.0,0.8830613526575707,1.4413568158593315,0.6054412267730526,0.8545013901346045,artifacts/models/day3/scaffold_final_seed_3.pt,reports/day3/history/scaffold_gine_final_seed_3.csv,reports/day3/predictions/scaffold_gine_final_seed_3_test.csv
