protocol,seed,selected_epochs,train_samples,test_samples,parameter_count,training_seconds,peak_gpu_memory_mb,test_n_samples,test_mae,test_rmse,test_r2,test_spearman,checkpoint,history_file,prediction_file
scaffold,1,83,7985,1997,305541,61.548732843250036,74.40966796875,1997.0,0.8887980422822938,1.4410640935460302,0.6056014708259037,0.855455151370379,artifacts/models/day3/scaffold_final_seed_1.pt,reports/day3/history/scaffold_gine_final_seed_1.csv,reports/day3/predictions/scaffold_gine_final_seed_1_test.csv
scaffold,2,83,7985,1997,305541,61.266040994785726,69.44384765625,1997.0,0.8727711821932734,1.3799477552562416,0.6383454102917319,0.8627401032851363,artifacts/models/day3/scaffold_final_seed_2.pt,reports/day3/history/scaffold_gine_final_seed_2.csv,reports/day3/predictions/scaffold_gine_final_seed_2_test.csv
scaffold,3,83,7985,1997,305541,62.1049478109926,69.33154296875,1997.0,0.9114057015028699,1.434610913796625,0.6091258470079077,0.8538637158919873,artifacts/models/day3/scaffold_final_seed_3.pt,reports/day3/history/scaffold_gine_final_seed_3.csv,reports/day3/predictions/scaffold_gine_final_seed_3_test.csv
