uncertainty_quartile,n_samples,mean_seed_std,gine_mae,xgboost_mae,mean_similarity,gine_minus_xgboost_mae
Q1_low,500,0.09960291216525358,0.5762947324290871,0.5700566292998556,0.6485761147132966,0.006238103129231565
Q2,499,0.2050818479986146,0.6471236331143236,0.5881156898803496,0.6198363172281215,0.05900794323397407
Q3,499,0.32274207949917516,0.7028700780663477,0.625355036246616,0.6199489933432287,0.07751504181973168
Q4_high,499,0.6634469307400821,1.2127489810501542,0.9134185984719827,0.5558026492069821,0.29933038257817146
