split_type,model,representation,alpha,train_seconds,valid_n_samples,valid_mae,valid_rmse,valid_r2,valid_spearman,valid_prediction_seconds,valid_milliseconds_per_sample
scaffold,ridge,ecfp,10.0,0.15439770743250847,2940,1.4579601608502257,1.9704002682213324,0.3309199193019634,0.6084916702326151,0.0032646544277668,0.0011104266761111565
scaffold,ridge,ecfp,100.0,0.07663618866354227,2940,1.5156673605452833,1.9801168446357256,0.32430481947236245,0.6255704988253175,0.003595740534365177,0.0012230409980833936
scaffold,ridge,ecfp,1.0,0.28604929335415363,2940,1.577890102191532,2.1190420974169237,0.22616502627182267,0.5340975092000462,0.003257930278778076,0.0011081395506047878
scaffold,ridge,ecfp,0.1,0.3643176779150963,2940,1.679322652921966,2.223781861815838,0.14777640923222735,0.5009818179328241,0.0032764868810772896,0.001114451320094316
scaffold,ridge,ecfp,0.01,0.37685398664325476,2940,1.6975487072048883,2.2425052703611428,0.1333651895568536,0.4959304862407834,0.0032541854307055473,0.0011068657927569888
scaffold,ridge,ecfp,1000.0,0.045516546815633774,2940,1.8538467141698656,2.2210296460247787,0.14988457625478024,0.5643143945765536,0.0032662032172083855,0.0011109534752409475
scaffold,ridge,ecfp,10000.0,0.035137785598635674,2940,2.25994398513382,2.6021004538106633,-0.16685610181552524,0.49215933067214696,0.003263397142291069,0.0011099990279901596
