split_type,model,representation,alpha,train_seconds,valid_n_samples,valid_mae,valid_rmse,valid_r2,valid_spearman,valid_prediction_seconds,valid_milliseconds_per_sample
scaffold,ridge,combined,100.0,0.1493484154343605,2940,1.4572415507177199,2.03134603918734,0.2888896364358793,0.6659337075201479,0.032298408448696136,0.010985853213842224
scaffold,ridge,combined,1000.0,0.09911724179983139,2940,1.4674817234879995,1.9601251175466476,0.33787989926551987,0.6807357455677984,0.032184786163270473,0.010947206177983154
scaffold,ridge,combined,10.0,0.24741517007350922,2940,1.480998513630954,2.0820445157900616,0.25295079761512906,0.6307159124053695,0.032186283729970455,0.01094771555441172
scaffold,ridge,combined,1.0,0.4037554943934083,2940,1.6052068766270253,2.244401163008046,0.13189920316118653,0.5641076891615489,0.032329173758625984,0.010996317604974824
scaffold,ridge,combined,0.1,0.6575714480131865,2940,1.6903931146031832,2.3479471651256967,0.04995139501423085,0.5339885590317591,0.03219551965594292,0.010950857025830924
scaffold,ridge,combined,0.01,0.5261756032705307,2940,1.70554239904626,2.3666609537614955,0.034746742318029766,0.5290598537253683,0.032215895131230354,0.010957787459602162
scaffold,ridge,combined,10000.0,0.08221089653670788,2940,1.760911665746006,2.105404192499078,0.23609359475614156,0.6861635957660983,0.03222682513296604,0.010961505147267361
