candidate_id,split_type,representation,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_lambda,best_iteration,selected_rounds,train_seconds,valid_n_samples,valid_mae,valid_rmse,valid_r2,valid_spearman,valid_prediction_seconds,valid_milliseconds_per_sample
4,random,descriptors,8,0.03,1,0.8,0.8,1.0,727,728,1.4834901159629226,999,0.76189194288542,1.096337620623045,0.7928871994221244,0.8867161690113308,0.015405839309096336,0.015421260569666003
6,random,descriptors,6,0.03,5,1.0,0.8,10.0,1433,1434,1.582169889472425,999,0.7785798783609373,1.0933691201016822,0.7940072596904484,0.8885162382236524,0.023875223472714424,0.023899122595309734
3,random,descriptors,6,0.05,1,0.8,0.8,1.0,752,753,0.9313006699085236,999,0.7820405181461444,1.118209560448807,0.7845409656117728,0.8824955642200432,0.013604984618723392,0.013618603221945337
5,random,descriptors,4,0.05,5,0.8,0.8,10.0,1974,1975,1.4979069521650672,999,0.8024398255811257,1.1192460416723693,0.7841413576132856,0.8833037153286054,0.030812161974608898,0.030843004979588487
2,random,descriptors,4,0.05,1,0.8,0.8,1.0,938,939,0.7573415460065007,999,0.8138784782290254,1.1302973791703124,0.7798575739578281,0.8789784086057473,0.014960885979235172,0.014975861841076249
1,random,descriptors,3,0.1,1,0.8,1.0,1.0,855,856,1.1894252635538578,999,0.8271159378136298,1.1453975994698093,0.7739362933645263,0.8771129834343003,0.0138952462002635,0.013909155355619119
