candidate_id,split_type,representation,n_estimators,max_depth,min_samples_leaf,max_features,train_seconds,valid_n_samples,valid_mae,valid_rmse,valid_r2,valid_spearman,valid_prediction_seconds,valid_milliseconds_per_sample
1,random,ecfp,300,,1,1.0,55.91265868768096,999,1.0046462120807584,1.3759278988655812,0.6737806933153413,0.8069171511755959,0.04486126825213432,0.044906174426560884
2,random,ecfp,300,,2,0.5,29.399085035547614,999,1.0200604675607714,1.3989160595042545,0.6627890887403514,0.802495899267594,0.04400915093719959,0.04405320414134093
3,random,ecfp,300,,4,0.5,28.681817239150405,999,1.0619464000138934,1.4313973601870722,0.6469479554068189,0.7944053606950923,0.04421284422278404,0.04425710132410815
5,random,ecfp,300,20.0,2,0.5,27.281507019884884,999,1.1282756737794277,1.4863866278490987,0.6193008683813901,0.7659450554007495,0.03481654170900583,0.03485139310210794
6,random,ecfp,300,12.0,2,0.5,23.73912402521819,999,1.243067911836898,1.6105349084183873,0.5530503595380392,0.7112401157039911,0.04447573609650135,0.044520256352854205
4,random,ecfp,300,20.0,1,sqrt,2.4916364643722773,999,1.3019450174184803,1.6624520465850288,0.5237702075866212,0.7262199066797161,0.044150469824671745,0.04419466448916091
