split_type,model,representation,alpha,train_seconds,valid_n_samples,valid_mae,valid_rmse,valid_r2,valid_spearman,valid_prediction_seconds,valid_milliseconds_per_sample
random,ridge,descriptors,10.0,0.0029008910059928894,999,1.2881745930979713,1.6901451360362827,0.5077720087111828,0.7626648451732244,0.0002595381811261177,0.00025979797910522293
random,ridge,descriptors,1.0,0.002909568138420582,999,1.2883543664343875,1.690565525855594,0.5075271145107239,0.7626713205886764,0.000261649489402771,0.00026191140080357455
random,ridge,descriptors,0.1,0.0029323818162083626,999,1.2883768480653792,1.6906146841294365,0.5074984738356705,0.762672259403556,0.0002625091001391411,0.0002627718720111522
random,ridge,descriptors,0.01,0.003187696449458599,999,1.2883791618472855,1.6906196736496535,0.5074955667865704,0.762679769922593,0.0002802722156047821,0.00028055276837315524
random,ridge,descriptors,100.0,0.0028662513941526413,999,1.2890558280220892,1.6895522506361285,0.5081172850984599,0.7615830174935923,0.0002587251365184784,0.00025898412063911754
random,ridge,descriptors,1000.0,0.0026316074654459953,999,1.3211175969545939,1.7112653609345185,0.4953932843333212,0.7533804354210791,0.0002547530457377434,0.0002550080537915349
random,ridge,descriptors,10000.0,0.0023176996037364006,999,1.4940774752047599,1.8944810157307932,0.3815582188099208,0.7480131585376795,0.0002598622813820839,0.00026012240378586976
